Assureur,Canton,Hoheitsgebiet,Année,Erhebungsjahr,Region,ClasseAge,CouvertureAccident,Tarif,TypeTarif,Altersuntergruppe,Franchisestufe,Franchise,Prime,isBaseP,isBaseF,NomTarif
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,AGRIeco,TAR-HAM,K1,FRAST7,FRA-600,"73,4",0,0,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,AGRIeco,TAR-HAM,K3,FRAST7,FRA-600,"29,5",0,0,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,AGRIeco,TAR-HAM,,FRAST1,FRA-300,"334,3",0,1,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,AGRIeco,TAR-HAM,,FRAST2,FRA-500,"325,2",0,0,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,AGRIeco,TAR-HAM,,FRAST3,FRA-1000,"302,5",0,0,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,AGRIeco,TAR-HAM,,FRAST4,FRA-1500,"279,8",0,0,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,AGRIeco,TAR-HAM,,FRAST5,FRA-2000,257,0,0,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,AGRIeco,TAR-HAM,,FRAST6,FRA-2500,"234,4",0,0,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,AGRIeco,TAR-HAM,,FRAST1,FRA-300,"457,9",0,1,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,AGRIeco,TAR-HAM,,FRAST2,FRA-500,"448,8",0,0,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,AGRIeco,TAR-HAM,,FRAST3,FRA-1000,"426,1",0,0,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,AGRIeco,TAR-HAM,,FRAST4,FRA-1500,"403,4",0,0,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,AGRIeco,TAR-HAM,,FRAST5,FRA-2000,"380,7",0,0,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,AGRIeco,TAR-HAM,,FRAST6,FRA-2500,358,0,0,AGRIeco
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST1,FRA-0,"122,8",0,1,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K3,FRAST1,FRA-0,"55,9",0,1,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST3,FRA-200,"111,7",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K3,FRAST3,FRA-200,"48,1",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST4,FRA-300,"106,2",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K3,FRAST4,FRA-300,"40,8",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST5,FRA-400,"100,7",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K3,FRAST5,FRA-400,"34,1",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST6,FRA-500,"95,1",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K3,FRAST6,FRA-500,33,0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST7,FRA-600,"89,6",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K3,FRAST7,FRA-600,"31,8",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,"407,6",0,1,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,"396,5",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"368,9",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,"341,1",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"313,4",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"285,8",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,"558,4",0,1,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,"547,3",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"519,7",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,"491,9",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"464,2",0,0,Grundversicherung
1560,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"436,5",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BASE,TAR-BASE,K1,FRAST1,FRA-0,138,1,1,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BASE,TAR-BASE,K3,FRAST1,FRA-0,"55,2",1,1,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BASE,TAR-BASE,K1,FRAST6,FRA-500,"108,9",1,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BASE,TAR-BASE,K3,FRAST6,FRA-500,"29,6",1,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,"441,6",1,1,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,430,1,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"400,8",1,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,"371,6",1,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"342,5",1,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"313,3",1,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,552,1,1,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,"540,4",1,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"511,2",1,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,482,1,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"452,9",1,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"423,7",1,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BF,TAR-DIV,K1,FRAST1,FRA-0,"124,2",0,1,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BF,TAR-DIV,K3,FRAST1,FRA-0,"49,6",0,1,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BF,TAR-DIV,K1,FRAST6,FRA-500,"95,1",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BF,TAR-DIV,K3,FRAST6,FRA-500,"29,6",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BF,TAR-DIV,,FRAST1,FRA-300,"397,4",0,1,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BF,TAR-DIV,,FRAST2,FRA-500,"385,8",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BF,TAR-DIV,,FRAST3,FRA-1000,"356,6",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BF,TAR-DIV,,FRAST4,FRA-1500,"327,4",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BF,TAR-DIV,,FRAST5,FRA-2000,"298,3",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BF,TAR-DIV,,FRAST6,FRA-2500,"269,1",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BF,TAR-DIV,,FRAST1,FRA-300,"496,8",0,1,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BF,TAR-DIV,,FRAST2,FRA-500,"485,2",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BF,TAR-DIV,,FRAST3,FRA-1000,456,0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BF,TAR-DIV,,FRAST4,FRA-1500,"426,8",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BF,TAR-DIV,,FRAST5,FRA-2000,"397,7",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BF,TAR-DIV,,FRAST6,FRA-2500,"368,5",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CA,TAR-HAM,K1,FRAST1,FRA-0,"117,3",0,1,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CA,TAR-HAM,K3,FRAST1,FRA-0,"46,9",0,1,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CA,TAR-HAM,K1,FRAST6,FRA-500,"88,2",0,0,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CA,TAR-HAM,K3,FRAST6,FRA-500,"29,6",0,0,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CA,TAR-HAM,,FRAST1,FRA-300,"375,3",0,1,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CA,TAR-HAM,,FRAST2,FRA-500,"363,7",0,0,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CA,TAR-HAM,,FRAST3,FRA-1000,"334,5",0,0,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CA,TAR-HAM,,FRAST4,FRA-1500,"305,3",0,0,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CA,TAR-HAM,,FRAST5,FRA-2000,"276,2",0,0,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CA,TAR-HAM,,FRAST6,FRA-2500,247,0,0,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CA,TAR-HAM,,FRAST1,FRA-300,"469,2",0,1,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CA,TAR-HAM,,FRAST2,FRA-500,"457,6",0,0,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CA,TAR-HAM,,FRAST3,FRA-1000,"428,4",0,0,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CA,TAR-HAM,,FRAST4,FRA-1500,"399,2",0,0,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CA,TAR-HAM,,FRAST5,FRA-2000,"370,1",0,0,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CA,TAR-HAM,,FRAST6,FRA-2500,"340,9",0,0,BeneFit PLUS - Hausarztmodell 15%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CP,TAR-HAM,K1,FRAST1,FRA-0,"114,5",0,1,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CP,TAR-HAM,K3,FRAST1,FRA-0,"45,8",0,1,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CP,TAR-HAM,K1,FRAST6,FRA-500,"85,4",0,0,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_CP,TAR-HAM,K3,FRAST6,FRA-500,"29,6",0,0,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CP,TAR-HAM,,FRAST1,FRA-300,"366,5",0,1,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CP,TAR-HAM,,FRAST2,FRA-500,"354,9",0,0,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CP,TAR-HAM,,FRAST3,FRA-1000,"325,7",0,0,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CP,TAR-HAM,,FRAST4,FRA-1500,"296,5",0,0,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CP,TAR-HAM,,FRAST5,FRA-2000,"267,4",0,0,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_CP,TAR-HAM,,FRAST6,FRA-2500,"238,2",0,0,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CP,TAR-HAM,,FRAST1,FRA-300,"458,1",0,1,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CP,TAR-HAM,,FRAST2,FRA-500,"446,5",0,0,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CP,TAR-HAM,,FRAST3,FRA-1000,"417,3",0,0,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CP,TAR-HAM,,FRAST4,FRA-1500,"388,1",0,0,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CP,TAR-HAM,,FRAST5,FRA-2000,359,0,0,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_CP,TAR-HAM,,FRAST6,FRA-2500,"329,8",0,0,BeneFit PLUS - Hausarztmodell 17%
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_TEL,TAR-DIV,K1,FRAST1,FRA-0,"117,3",0,1,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_TEL,TAR-DIV,K3,FRAST1,FRA-0,"46,9",0,1,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_TEL,TAR-DIV,K1,FRAST6,FRA-500,"88,2",0,0,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,BFP_TEL,TAR-DIV,K3,FRAST6,FRA-500,"29,6",0,0,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST1,FRA-300,"375,3",0,1,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST2,FRA-500,"363,7",0,0,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST3,FRA-1000,"334,5",0,0,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST4,FRA-1500,"305,3",0,0,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST5,FRA-2000,"276,2",0,0,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST6,FRA-2500,247,0,0,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST1,FRA-300,"469,2",0,1,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST2,FRA-500,"457,6",0,0,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST3,FRA-1000,"428,4",0,0,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST4,FRA-1500,"399,2",0,0,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST5,FRA-2000,"370,1",0,0,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,BFP_TEL,TAR-DIV,,FRAST6,FRA-2500,"340,9",0,0,BeneFit PLUS Telmed
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,PREMED,TAR-DIV,K1,FRAST1,FRA-0,"126,9",0,1,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,PREMED,TAR-DIV,K3,FRAST1,FRA-0,"50,7",0,1,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,PREMED,TAR-DIV,K1,FRAST6,FRA-500,"97,8",0,0,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,MIT-UNF,PREMED,TAR-DIV,K3,FRAST6,FRA-500,"29,6",0,0,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,PREMED,TAR-DIV,,FRAST1,FRA-300,"406,2",0,1,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,PREMED,TAR-DIV,,FRAST2,FRA-500,"394,6",0,0,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,PREMED,TAR-DIV,,FRAST3,FRA-1000,"365,4",0,0,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,PREMED,TAR-DIV,,FRAST4,FRA-1500,"336,2",0,0,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,PREMED,TAR-DIV,,FRAST5,FRA-2000,"307,1",0,0,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,MIT-UNF,PREMED,TAR-DIV,,FRAST6,FRA-2500,"277,9",0,0,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,PREMED,TAR-DIV,,FRAST1,FRA-300,"507,8",0,1,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,PREMED,TAR-DIV,,FRAST2,FRA-500,"496,2",0,0,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,PREMED,TAR-DIV,,FRAST3,FRA-1000,467,0,0,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,PREMED,TAR-DIV,,FRAST4,FRA-1500,"437,8",0,0,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,PREMED,TAR-DIV,,FRAST5,FRA-2000,"408,7",0,0,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,MIT-UNF,PREMED,TAR-DIV,,FRAST6,FRA-2500,"379,5",0,0,Premed-24
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST1,FRA-0,"128,4",0,1,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K3,FRAST1,FRA-0,"51,4",0,1,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K1,FRAST6,FRA-500,"101,3",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BASE,TAR-BASE,K3,FRAST6,FRA-500,"27,6",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,"410,7",0,1,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,"399,9",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"372,8",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,"345,6",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"318,6",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"291,4",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST1,FRA-300,"513,4",0,1,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST2,FRA-500,"502,6",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST3,FRA-1000,"475,5",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST4,FRA-1500,"448,3",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST5,FRA-2000,"421,2",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-ERW,OHN-UNF,BASE,TAR-BASE,,FRAST6,FRA-2500,"394,1",0,0,Grundversicherung
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BF,TAR-DIV,K1,FRAST1,FRA-0,"115,6",0,1,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BF,TAR-DIV,K3,FRAST1,FRA-0,"46,2",0,1,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BF,TAR-DIV,K1,FRAST6,FRA-500,"88,5",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-KIN,OHN-UNF,BF,TAR-DIV,K3,FRAST6,FRA-500,"27,6",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BF,TAR-DIV,,FRAST1,FRA-300,"369,6",0,1,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BF,TAR-DIV,,FRAST2,FRA-500,"358,8",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BF,TAR-DIV,,FRAST3,FRA-1000,"331,7",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BF,TAR-DIV,,FRAST4,FRA-1500,"304,5",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BF,TAR-DIV,,FRAST5,FRA-2000,"277,5",0,0,BeneFit
1562,NE,CH,2019,2018,PR-REG CH0,AKL-JUG,OHN-UNF,BF,TAR-DIV,,FRAST6,FRA-2500,"250,3",0,0,BeneFit
